Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail
46522,4/6/23,13:36:11,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
46522,4/6/23,13:36:11,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
46523,4/6/23,13:38:01,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46524,4/6/23,13:39:27,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46524,4/6/23,13:39:27,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
46525,4/6/23,13:41:34,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46526,4/6/23,13:41:38,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
46527,4/6/23,13:43:17,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
46528,4/6/23,13:44:08,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46529,4/6/23,13:45:10,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46530,4/6/23,13:48:48,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46531,4/6/23,13:49:35,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46532,4/6/23,13:49:50,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
46532,4/6/23,13:49:50,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
46533,4/6/23,13:51:16,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
46534,4/6/23,13:52:13,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46535,4/6/23,13:52:31,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
46536,4/6/23,13:52:32,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46537,4/6/23,13:54:11,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
46538,4/6/23,13:56:35,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46539,4/6/23,13:58:26,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46540,4/6/23,13:58:41,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46541,4/6/23,14:00:32,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
46542,4/6/23,14:02:19,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46543,4/6/23,14:03:12,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
46544,4/6/23,14:04:52,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46545,4/6/23,14:05:44,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
46546,4/6/23,14:06:32,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
46546,4/6/23,14:06:32,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
46547,4/6/23,14:08:07,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
46548,4/6/23,14:08:17,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46548,4/6/23,14:08:17,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
46549,4/6/23,14:08:59,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
46550,4/6/23,14:10:15,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46551,4/6/23,14:11:50,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46552,4/6/23,14:13:13,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46553,4/6/23,14:13:48,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
46554,4/6/23,14:14:41,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
46555,4/6/23,14:14:48,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46556,4/6/23,14:14:59,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
46557,4/6/23,14:15:04,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
46558,4/6/23,14:15:12,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46559,4/6/23,14:15:25,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46560,4/6/23,14:15:50,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
46561,4/6/23,14:16:03,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
46562,4/6/23,14:18:01,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46563,4/6/23,14:19:25,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
46564,4/6/23,14:20:10,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46565,4/6/23,14:20:34,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
46566,4/6/23,14:22:08,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
46567,4/6/23,14:25:12,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46567,4/6/23,14:25:12,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
46568,4/6/23,14:25:52,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
46569,4/6/23,14:26:26,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46569,4/6/23,14:26:26,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
46570,4/6/23,14:26:33,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46571,4/6/23,14:28:43,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
46571,4/6/23,14:28:43,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
46572,4/6/23,14:32:08,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46573,4/6/23,14:33:11,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
46574,4/6/23,14:35:04,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46575,4/6/23,14:35:11,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
46576,4/6/23,14:35:27,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46577,4/6/23,14:37:35,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46578,4/6/23,14:39:18,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
46579,4/6/23,14:41:18,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46579,4/6/23,14:41:18,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
46580,4/6/23,14:41:25,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
46581,4/6/23,14:42:25,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
46582,4/6/23,14:43:16,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46583,4/6/23,14:43:46,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
46584,4/6/23,14:45:10,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46585,4/6/23,14:45:50,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
46586,4/6/23,14:45:58,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46587,4/6/23,14:47:20,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46588,4/6/23,14:48:22,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46589,4/6/23,14:48:33,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46590,4/6/23,14:48:58,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
46591,4/6/23,14:49:51,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
46592,4/6/23,14:50:12,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
46593,4/6/23,14:50:13,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46594,4/6/23,14:51:46,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
46595,4/6/23,14:54:05,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
46596,4/6/23,14:54:27,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46597,4/6/23,14:54:35,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
46598,4/6/23,14:57:17,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
46599,4/6/23,14:57:24,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46600,4/6/23,14:58:47,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46601,4/6/23,14:59:17,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46602,4/6/23,15:00:50,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
46603,4/6/23,15:01:07,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
46604,4/6/23,15:02:51,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
46605,4/6/23,15:04:28,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46606,4/6/23,15:04:45,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46607,4/6/23,15:05:31,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
46608,4/6/23,15:08:28,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46609,4/6/23,15:09:02,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46610,4/6/23,15:09:11,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46611,4/6/23,15:10:05,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46612,4/6/23,15:10:20,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46613,4/6/23,15:10:27,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
46614,4/6/23,15:14:29,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
46615,4/6/23,15:14:36,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46616,4/6/23,15:14:56,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
46617,4/6/23,15:15:12,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
46617,4/6/23,15:15:12,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
46618,4/6/23,15:15:27,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
46619,4/6/23,15:15:49,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
46620,4/6/23,15:16:02,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
46621,4/6/23,15:18:26,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
46622,4/6/23,15:18:55,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
46623,4/6/23,15:19:52,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
46624,4/6/23,15:20:08,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
46625,4/6/23,15:21:27,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
46625,4/6/23,15:21:27,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
46626,4/6/23,15:21:47,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46627,4/6/23,15:21:48,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
46628,4/6/23,15:22:35,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46629,4/6/23,15:22:40,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46630,4/6/23,15:22:56,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
46631,4/6/23,15:24:03,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
46632,4/6/23,15:24:39,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46633,4/6/23,15:25:20,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
46634,4/6/23,15:25:34,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46635,4/6/23,15:25:48,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46636,4/6/23,15:26:13,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46636,4/6/23,15:26:13,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
46637,4/6/23,15:28:32,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46638,4/6/23,15:29:49,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
46639,4/6/23,15:29:53,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46640,4/6/23,15:31:18,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46641,4/6/23,15:32:45,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
46642,4/6/23,15:33:23,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46643,4/6/23,15:34:19,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
46644,4/6/23,15:35:25,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46645,4/6/23,15:35:47,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
46646,4/6/23,15:36:40,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46647,4/6/23,15:36:55,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
46648,4/6/23,15:37:07,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46649,4/6/23,15:38:40,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
46649,4/6/23,15:38:40,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
46650,4/6/23,15:38:43,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
46651,4/6/23,15:38:48,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
46652,4/6/23,15:39:00,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46653,4/6/23,15:39:48,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46653,4/6/23,15:39:48,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
46654,4/6/23,15:40:38,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46654,4/6/23,15:40:38,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
46655,4/6/23,15:40:57,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
46656,4/6/23,15:41:09,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
46657,4/6/23,15:42:13,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46658,4/6/23,15:42:29,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
46659,4/6/23,15:43:22,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46660,4/6/23,15:44:33,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46661,4/6/23,15:45:48,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46661,4/6/23,15:45:48,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
46662,4/6/23,15:46:56,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46663,4/6/23,15:47:20,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46663,4/6/23,15:47:20,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
46664,4/6/23,15:49:11,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46665,4/6/23,15:49:22,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46666,4/6/23,15:49:52,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46667,4/6/23,15:50:31,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
46667,4/6/23,15:50:31,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
46668,4/6/23,15:50:48,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
46669,4/6/23,15:51:16,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
46669,4/6/23,15:51:16,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
46670,4/6/23,15:52:48,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46671,4/6/23,15:53:03,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46672,4/6/23,15:53:06,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
46673,4/6/23,15:54:21,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
46674,4/6/23,15:55:34,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46675,4/6/23,15:56:14,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46676,4/6/23,15:58:17,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
46677,4/6/23,15:59:08,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
46678,4/6/23,16:00:30,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46679,4/6/23,16:00:53,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46680,4/6/23,16:01:15,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46681,4/6/23,16:01:17,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
46682,4/6/23,16:01:38,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46683,4/6/23,16:02:44,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
46683,4/6/23,16:02:44,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
46684,4/6/23,16:02:58,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46685,4/6/23,16:05:55,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
46686,4/6/23,16:07:08,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
46687,4/6/23,16:09:11,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
46688,4/6/23,16:09:20,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
46689,4/6/23,16:09:48,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
46690,4/6/23,16:11:53,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
46691,4/6/23,16:11:54,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46692,4/6/23,16:13:18,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
46693,4/6/23,16:13:51,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46693,4/6/23,16:13:51,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
46694,4/6/23,16:13:54,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
46695,4/6/23,16:14:25,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
46696,4/6/23,16:15:30,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
46697,4/6/23,16:18:46,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
46698,4/6/23,16:18:57,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
46699,4/6/23,16:24:46,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
46700,4/6/23,16:24:57,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
46700,4/6/23,16:24:57,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
46701,4/6/23,16:25:40,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
46701,4/6/23,16:25:40,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
46702,4/6/23,16:25:44,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46703,4/6/23,16:27:42,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
46703,4/6/23,16:27:42,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
46704,4/6/23,16:28:02,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
46705,4/6/23,16:30:12,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46706,4/6/23,16:31:21,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
46707,4/6/23,16:31:30,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46708,4/6/23,16:32:09,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
46709,4/6/23,16:32:16,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
46710,4/6/23,16:32:42,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46711,4/6/23,16:33:58,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46712,4/6/23,16:36:16,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
46713,4/6/23,16:37:27,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
46714,4/6/23,16:37:35,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
46715,4/6/23,16:38:11,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
46715,4/6/23,16:38:11,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
46716,4/6/23,16:38:35,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
46717,4/6/23,16:40:02,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
46718,4/6/23,16:43:39,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
46719,4/6/23,16:43:47,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
46720,4/6/23,16:44:05,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
46721,4/6/23,16:45:35,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
46722,4/6/23,16:46:45,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
46722,4/6/23,16:46:45,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
46723,4/6/23,16:48:33,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46723,4/6/23,16:48:33,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
46724,4/6/23,16:50:42,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
46725,4/6/23,16:51:06,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
46726,4/6/23,16:51:18,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
46727,4/6/23,16:51:22,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
46728,4/6/23,16:53:10,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
46729,4/6/23,16:54:16,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
46730,4/6/23,16:54:34,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
46731,4/6/23,16:55:27,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
